"字段1","字段2_文本","字段2_链接","字段3_文本","字段3_链接","字段4","时间","字段5","时间1"
"84","有用","javascript:;","扭腰客","https://www.douban.com/people/mlsslm777/","看过","2018-12-08","超级英雄的外衣下，还是古希腊神话延续至今的烂梗：“半人半神”的混血王子，半道上杀出来逼宫夺嫡。这个视效炫酷，还担不起五星级好评。未来几年，真正能在视效语言上革新换代的，可能还得看詹姆斯-卡梅隆。",
"115","有用","javascript:;","空地","https://www.douban.com/people/144093424/","看过","2018-12-07","骗钱都骗出口碑来了，还不如《神奇畜生在哪里》烂得单纯。唯一值得称赞的是沙漠的段落和父母爱情戏；在西西里打打杀杀你们去死吧。",
"75","有用","javascript:;","零点","https://www.douban.com/people/75033795/","看过","2018-11-27","我宣布！2018就是骨科文艺复兴之年！！！",
"117","有用","javascript:;","陽 宗原","https://www.douban.com/people/69127585/","看过","2018-12-07","啊？看的是同一部电影吗？人生首次放弃睡眠帝都大冷天首映就给我看这个？温导您可能自己都不知道剪辑出来是什么吧，典型的情绪不够音乐来凑，雷同冗繁的弦乐铺排造成的听觉疲劳比毫无意义的大场面所带来的视觉污染更超前。这个题材要么可以往指环王方向借鉴，亚特兰王放逐千年守卫三叉戟，闻者伤心见者泪下，然后就被这个邋遢小哥直接拔走了，就因为他懂海底生物语言吗？这之间有任何逻辑关联吗；要么或者往人类污染上靠，直接挂靠一福岛核泄漏事件，闻者惊心见者反思，结果开头叽叽喳喳营造的污染大阴谋到片末的反思效果可能有半个《美人鱼》吧……砸了，彻底砸了，DC十年之内不要想赶超漫威。温子仁不是神，中小成本导演只能在细节上做点功夫救不了整个系列就像冯小刚救不了春晚一样。评论里尬夸太多请大家擦亮明亮的双眼，140分钟做点什么不好。",
"88","有用","javascript:;","Bionic Bear","https://www.douban.com/people/stayupnight/","看过","2018-12-07","故事老套了一点 但是昨晚我的主要任务是努力让自己不要在影院里发大水…Jason太尼玛适合这个角色了，就算他能轻而易举的把我操坏我也心甘情愿地承受这份痛苦",
"95","有用","javascript:;","Restless Soul","https://www.douban.com/people/kash_shuo/","看过","2018-12-07","剧本，导演都有问题，很多片段都似曾相识，硬是凑了两个半小时真是辛苦了我的膀胱。然而剧情不够美工来凑，海底阿凡达，温子仁难担大任，DC要超越漫威还有很长的路要走。",
"63","有用","javascript:;","寒枝雀静","https://www.douban.com/people/93124222/","看过","2018-12-07","C＋/ 前半段还以为不过是插科打诨强行炫视效卖动作复古美术的海洋版《黑豹》，后半段则把后者的瑕疵都打了个包扬弃。当主角从国族、血统、力量与对立翻转到人类、混杂、沟通与融合，影片的历史臆想语境完全变成了现实，进步与落后、技术与自然的对立也走向汪洋大海的联合。在这个不断崩溃甚至滑落到倒退边缘的世界，居然还是要靠好莱坞宣告虚幻的平等，这恐怕才是处于文化交界处的真正的Crazy Asian温子仁之力量所在。",
"45","有用","javascript:;","欢乐分裂","https://www.douban.com/people/flowermumu/","看过","2018-12-07","3.5；失落的亚特兰蒂斯之国，古远传说提供与一般超英片迥异的丰富背景，DC另辟蹊径，开启美妙神秘的水下世界，星站兵密集，温子仁不负众望且适时塞私货，海沟一战jump  scare其乐无穷。视效惊人，音效震人，抛却鸡汤亲情，大场面调度甚是过瘾。妮可基德曼真·女神，形象太契合。",
"66","有用","javascript:;","王大根","https://www.douban.com/people/diewithme/","看过","2018-12-08","故事果然还是DC常规水准，营销能力那真是突飞猛进了，有点好奇温子仁拍西游记定海神针篇会是什么效果。本马王粉反而觉得本片最帅的是前面拉了皮的威廉达福……",
"82","有用","javascript:;","张鹏","https://www.douban.com/people/81837083/","看过","2018-12-07","天空属于卢卡斯 陆地属于杰克逊 海洋属于温子仁！！！",
"50","有用","javascript:;","你大豪爷","https://www.douban.com/people/51665133/","看过","2018-12-07","最后的海鲜大战把我看馋了……",
"53","有用","javascript:;","翻滚吧！蛋堡","https://www.douban.com/people/7542909/","看过","2018-12-07","白娘子水漫金山啦",
"52","有用","javascript:;","姨妈的鸭","https://www.douban.com/people/yimaxxduck/","看过","2018-12-08","特效和场景都非常不错，但是剧情和主角都非常不真实，唯一的真实人类就是那个收到新衣服以后改颜色镶铆钉的生命力很旺盛的青蛙反派。",
"38","有用","javascript:;","时间之葬","https://www.douban.com/people/ydyie/","看过","2018-12-07","过程中曾经联想到的大概有：黑豹、阿凡达、指环王、大闹天宫，甚至还有吕克·贝松那部迅速被人遗忘的《千星之城》，但最像的个人感觉是......圣斗士（海皇篇）。妮可的颜值完爆希尔德，温子仁怎么好意思让她当帕特里克·威尔森的娘？两人实际年龄相差不过6岁......对后者是真爱无疑了",
"45","有用","javascript:;","安东","https://www.douban.com/people/smokey/","看过","2018-12-12","看一堆海鲜乒乒乓乓打了两个多小时，然后陷入了深深的思考：关我毛事？我为什么要坐在这里看这些？我没有更好的事可做了吗？我的生活出了什么问题？",
"74","有用","javascript:;","韦斯安徒生","https://www.douban.com/people/80797429/","看过","2018-12-05","温子仁牛B！（破音）「海王」不应该被拿来和其他超级英雄电影比较，这会让别的影片看起来格局小的可怜。在「海王」面前，「正义联盟」就如同过家家，「黑豹」则像是地主家的傻儿子争财产。看完「海王」，我脑中出现的比较项是「加勒比海盗」、「魔戒」、「阿凡达」，是那些真正在银幕上构建了一个全新世界的影片。「海王」的前半段对海底世界的华丽梦幻展现，治好了我多年的深海恐惧，令我恨不得走出影院就搞一艘鹦鹉螺号去海底两万里。然而海沟族攻船一段又让我立马放弃了这个念头，詹姆斯温拿出自己拍恐怖片的看家本事，让一部pg-13特效大片瞬间cult了起来。单是这短短几分钟，就足够成为我二刷的理由。「海王」视觉效果的惊艳，是想象力、调度能力、动作设计和节奏感整体作用的结果，绝非一句“特效好”就能概括。",
"50","有用","javascript:;","路西法尔","https://www.douban.com/people/luxifaer/","看过","2018-12-07","刀枪不入的男人怎么给自己弄的纹身？除非……是贴纸……海沟族应该是最高贵的种族了，个个都能出水呼吸（虽然叫海沟族）；（红色的）螃蟹钻出火山，犹如……巨大的火锅底料，眼看着被鲨鱼咬了一口，冥冥中有一个声音告诉我：“性寒，不能多吃”……故事嘛就是赫拉克勒斯与克瑞翁神话的现代版：克瑞翁依仗血统与军势，赫拉克勒斯立下十二大功并能团结分裂的部落。前者是当代非西式政治领导人最重要的东西，恰恰被弃之如履，后者则是心慕“自由主义”的东方儒生所向来看不上的——他们一定会说：第一次决斗海王明明已经输了嘛，怎么能耍赖不顾程序正义呢？就像这些天穿得沸沸扬扬的“黄马甲”谣言一样——然而没有点酒神精神的话，共和早玩不下去了。",
"36","有用","javascript:;","中立的手指","https://www.douban.com/people/madehua/","看过","2018-12-10","海王刀枪不入，谁给他做的纹身？",
"77","有用","javascript:;","阿飞","https://www.douban.com/people/173756414/","看过","2018-12-07","把他留住@华纳",
"78","有用","javascript:;","王奋斗","https://www.douban.com/people/wangfendou1/","看过","2018-12-07","一片混乱，神话、魔幻、超人、怪兽、异形的大杂烩，还有中国功夫，西洋神拳。所谓的海王，不过傻、大、笨、猛。广告吹嘘的海底世界，模模糊糊，傻傻看不清楚。",
"73","有用","javascript:;","阳光biubiubiu","https://www.douban.com/people/151091898/","看过","2018-12-06","私生子憨厚老实哥抢了正版高富帅弟弟的王位和老婆 打五星的三观看不懂",
"33","有用","javascript:;","胤祥","https://www.douban.com/people/yinxiang/","看过","2018-12-07","7分。一部黄金圣斗士找到圣衣打败白银圣斗士的故事……兄弟决斗这种梗刚在[黑豹]里看过，不过[海王]确实很像水下的[阿凡达]，动作设计不错，应该是从游戏得益不少，视效也不错，水下那种衣袂飘飘的感觉特别好，不过唯独从水里上岸之后的镜头丑爆了，妮可基德曼也扛不住……生态主题其实可以再挖深一些。男主人设太糙汉，简单粗暴了。黑蝠鲼那条线……添头都不算吧。很好奇往下怎么编。",
"68","有用","javascript:;","偲Solo","https://www.douban.com/people/45404728/","看过","2018-12-07","剧本太傻了吧…服装老师差评（但被影院里观众的热情震惊🤯信念感真的太强了",
"19","有用","javascript:;","谢谢你们的鱼","https://www.douban.com/people/reave/","看过","2018-12-08","知道为什么这是近几年最好看的DC真人片吗？因为它真的很漫威！好想看海王和雷神比蠢～詹姆斯温的视听真是没话说，这么多炫酷的运动长镜头，爽的一批，都让人给忘了这片子把《黑豹》的故事又说了遍。",
"23","有用","javascript:;","同志亦凡人中文站","https://www.douban.com/people/3540441/","看过","2018-12-25","轻轻松松、啪啪砰砰，这样的超级英雄电影不挺好？温子仁真DC良心大管家——从头到尾堆特效，经费才烧1.6亿！欣赏不来海王徐锦江，51岁的妮可真的美炸了~~~~~",
"40","有用","javascript:;","汽车大师","https://www.douban.com/people/cantona_x/","看过","2018-12-07","2018老明星美颜爆发年",
"71","有用","javascript:;","YA","https://www.douban.com/people/166719368/","看过","2018-12-07","温子仁说他要休息！你不许休息！你给我接着拍！",
"60","有用","javascript:;","张春毛","https://www.douban.com/people/w763799466/","看过","2018-12-07","不愧是拿走了弥林女王，安达尔人、洛伊拿人和先民的女王，大草原的卡丽熙，解放者，七大王国的统治者，多斯拉克草海的主人，阿斯塔波的统治者，打碎镣铐之人，龙之母，不焚者，风暴降生丹妮莉丝一血的男人！",
"27","有用","javascript:;","风间隼","https://www.douban.com/people/fengjiansun/","看过","2018-12-08","剧情在我这种土鳖眼中，那就是沉香他娘小龙女枯居海心二十载等待孙猴子来提取定海神针……啊，海王这人的性格完全不讨喜，临阵脱逃近乎懦夫，反而是一干配角不论忠奸都勇敢执着，更让我喜欢。但是动作场面是真好看，他娘和他媳妇砍杂兵的两个长镜头，兄弟海中对决的360度自由运动，都非常扎克施耐德，金隼奖备选。海底世界的美术惊艳。最后的克鲁苏复活直接穿越怪兽电影，绝对惊喜。",
"72","有用","javascript:;","穿衬衫的秃子","https://www.douban.com/people/162001528/","看过","2018-12-07","文戏太尬！台词和剧情发展都没有达到可以接受的基本水平。特效真的不错，好到让我感到很可惜，因为宏大的场景只会让我觉得“这他妈是想干什么”。喜欢一门心思看海底世界和星球大战的强烈推荐，对超级英雄的剧情稍微有点要求的强烈不推荐。",
